,time,point,value
3450,03:00,POINT (-3397.0125136132033 7428.898526522469),92
3451,05:00,POINT (-2602.9421497482713 6588.683436306359),92
3452,00:00,POINT (-4594.189827172081 7162.874955028137),92
3453,05:00,POINT (1311.5125194359287 3615.960574934571),92
3454,00:00,POINT (-4120.978123665163 7366.776355683984),92
3455,02:00,POINT (-1924.2159256906089 2768.603159629036),92
3456,22:00,POINT (-3570.9679069221897 7170.979313997589),92
3457,06:00,POINT (-2297.6257622408543 4772.2808025847835),92
3458,00:00,POINT (-410.0764968922995 1747.26222881083),92
3459,19:00,POINT (-1360.6783257380766 2559.16323147236),92
3460,03:00,POINT (2493.884306563122 4054.5689731091297),92
3461,04:00,POINT (-3258.2451298192673 6635.896412525215),92
3462,21:00,POINT (-2730.2857598556793 6842.811595254248),92
3463,06:00,POINT (1312.2722771083413 3535.58422740479),92
3464,04:00,POINT (1.9755335623945705 5341.431450701076),92
3465,03:00,POINT (620.1155538963543 2389.277154299279),92
3466,00:00,POINT (-4041.233248773596 6552.190399396847),92
3467,00:00,POINT (-100.81570932262191 3799.2594196304344),92
3468,00:00,POINT (258.49267537955234 4799.8575256145605),92
3469,01:00,POINT (418.47646668134996 2395.880043768734),92
3470,04:00,POINT (-4128.045645961621 5674.338983626227),92
3471,09:00,POINT (-3963.7613858955388 6631.053449121493),92
3472,01:00,POINT (-3339.738628192608 5572.408724311929),92
3473,10:00,POINT (-1094.21346581806 4463.625531280675),92
3474,07:00,POINT (-2256.993785730668 2505.292581560297),92
3475,05:00,POINT (-1826.9485604325616 5804.561777536771),92
3476,00:00,POINT (-4135.811558220808 6904.144972265494),92
3477,02:00,POINT (-2637.5836078432044 6731.134035926762),91
3478,00:00,POINT (-1130.1193865733924 2802.8119711319755),91
3479,06:00,POINT (-582.4788531048041 6063.40628905503),91
3480,05:00,POINT (-2363.9819437449723 2583.0203046584083),91
3481,07:00,POINT (-3012.122613602897 6124.890104393832),91
3482,06:00,POINT (-75.47564359778953 4874.024431546593),91
3483,11:00,POINT (-3565.785446001147 4904.676625640933),91
3484,05:00,POINT (-4436.017644082696 7441.489320527886),91
3485,00:00,POINT (-530.0358198183401 5193.878826953968),91
3486,07:00,POINT (-1301.0783781355212 2681.9601886546184),91
3487,06:00,POINT (-1933.3787060780535 2790.9352349339492),91
3488,01:00,POINT (-3659.9455014118075 5700.540521028926),91
3489,01:00,POINT (569.8744106571446 1690.2099782193063),91
3490,22:00,POINT (-390.92700288420605 5285.610542852541),91
3491,04:00,POINT (-1662.166147963861 6058.983160804273),91
3492,00:00,POINT (-1350.688345439653 1990.3876347179978),91
3493,01:00,POINT (-4431.071903516416 4986.187406538733),91
3494,23:00,POINT (-368.53259505516115 3629.325206786423),91
3495,04:00,POINT (-1838.89277414828 6219.876127156256),91
3496,00:00,POINT (-1133.5860016991571 4009.946794086544),91
3497,05:00,POINT (-2603.385959597968 6600.858147113771),91
3498,07:00,POINT (-1744.0654673447502 3678.495623964854),91
3499,03:00,POINT (-1608.45605877468 4914.969006718104),91
3500,05:00,POINT (-674.9344716300386 6019.406727515781),91
3501,03:00,POINT (-2286.0445170956937 5007.434540608557),91
3502,02:00,POINT (-1194.0175644198266 2713.530791786246),91
3503,13:00,POINT (-820.9290279479601 4497.243308530136),91
3504,05:00,POINT (-1225.0703854340638 3499.7348054553504),91
3505,03:00,POINT (-4269.247756972058 5060.722786459932),91
3506,06:00,POINT (-4506.908302142971 5130.2781800456805),91
3507,03:00,POINT (-3238.805104313656 7221.338533379569),91
3508,22:00,POINT (-1231.7319881481164 3467.740761780779),91
3509,19:00,POINT (-3280.633214236889 7634.202670059913),91
3510,04:00,POINT (-1313.184260467868 3296.323323780418),91
3511,02:00,POINT (418.47646668134996 2395.880043768734),91
3512,02:00,POINT (1578.7520452307883 4035.5684495070177),91
3513,22:00,POINT (-743.6869059555171 1654.682066914351),91
3514,03:00,POINT (-4050.4480968794396 5505.368957083411),91
3515,00:00,POINT (-1859.0686663501835 5779.598661124439),91
3516,07:00,POINT (-4582.39247860098 4827.97280298465),91
3517,05:00,POINT (-1911.2298992097242 5810.175885059182),91
3518,10:00,POINT (-470.44884605870436 4845.851834971396),91
3519,04:00,POINT (-1710.7423228864238 3755.2547054832744),91
3520,00:00,POINT (-4428.791834410917 7538.537408091491),91
3521,05:00,POINT (-1682.1128440747607 3815.387676630701),91
3522,07:00,POINT (-1694.505856483093 2049.322365937635),91
3523,03:00,POINT (-4134.2864924654805 7410.603923315937),91
3524,00:00,POINT (-1289.1504103862505 2570.634755374985),91
3525,03:00,POINT (358.35270133922876 5055.26014712158),91
3526,07:00,POINT (-4295.645133552066 4891.172968322428),91
3527,05:00,POINT (2223.6100948058197 4062.7376541474628),91
3528,02:00,POINT (-1622.926008783079 4770.590213297557),91
3529,02:00,POINT (-1162.9191902913742 4489.935192244259),91
3530,05:00,POINT (-1694.505856483093 2049.322365937635),91
3531,20:00,POINT (1308.0915448803137 4741.777586786875),91
3532,01:00,POINT (-3194.541192984135 7213.091093857307),91
3533,05:00,POINT (-1926.7069969067843 797.610023697387),91
3534,06:00,POINT (198.3295277288202 1299.360903370048),91
3535,06:00,POINT (-4405.876968350579 7518.324883972582),91
3536,01:00,POINT (-426.6644812473655 1697.7513675583173),91
3537,07:00,POINT (-4230.049175257697 5080.401906209619),91
3538,06:00,POINT (1304.2698900555138 3620.7559570413537),91
3539,23:00,POINT (2264.203852555873 4065.5602161190236),91
3540,06:00,POINT (-3609.2158542156903 5683.6461987039065),91
3541,03:00,POINT (-2165.2222048762196 4800.267171794048),91
3542,03:00,POINT (-4195.676925595015 4897.511593308026),91
3543,03:00,POINT (-313.9595206019376 1855.7111170429162),91
3544,05:00,POINT (-4205.864676357434 4901.163152284308),91
3545,01:00,POINT (-1859.0686663501835 5779.598661124439),91
3546,04:00,POINT (-2731.2365717615 6843.267689579297),91
3547,00:00,POINT (-4449.477643097176 7416.196113468578),91
3548,04:00,POINT (605.0352009405825 3204.860613802215),91
3549,06:00,POINT (1743.037507219923 5258.894946703521),91
3550,05:00,POINT (-3297.127811784741 7311.377248073791),91
3551,04:00,POINT (-2639.6767056678714 3068.6493948638636),91
3552,06:00,POINT (-2442.898391244556 2567.7615772184154),91
3553,01:00,POINT (-4326.018345568062 7592.440514065467),91
3554,01:00,POINT (-4585.756029931874 7148.008826345725),91
3555,04:00,POINT (-2649.3445007286064 6609.726396120516),91
3556,10:00,POINT (-2222.7879802025427 2587.8203200283433),91
3557,07:00,POINT (-4505.818182471621 7075.035258933246),91
3558,04:00,POINT (1081.345703863062 689.1167654655084),91
3559,02:00,POINT (-4344.171179961426 7514.790455585906),91
3560,05:00,POINT (-2381.1881119013156 4714.803631580487),91
3561,00:00,POINT (-1198.6242486468163 3068.55143298963),91
3562,22:00,POINT (2177.9443871208114 5021.823397692597),91
3563,01:00,POINT (-709.4812621708186 6327.535433757444),91
3564,19:00,POINT (595.6114137678455 3448.2388672434245),91
3565,05:00,POINT (-4582.39247860098 4827.97280298465),91
3566,01:00,POINT (120.7438900575549 4044.859517641698),91
3567,03:00,POINT (-1387.0900391253806 4635.40922836449),91
3568,23:00,POINT (-2363.9819437449723 2583.0203046584083),91
3569,22:00,POINT (-2593.3384230544716 3047.3719991853977),91
3570,03:00,POINT (581.8384408333688 3529.4152341625972),91
3571,00:00,POINT (-372.8116493477661 3625.3493881962586),91
3572,05:00,POINT (-4504.755304520494 4806.5017413951255),91
3573,01:00,POINT (-1130.1193865733924 2802.8119711319755),91
3574,02:00,POINT (-1063.6047304911226 2912.0056820197597),91
3575,05:00,POINT (-1477.753917514858 5982.032801722768),91
3576,00:00,POINT (1578.7520452307883 4035.5684495070177),91
3577,01:00,POINT (-662.1165247202181 6037.240811994108),91
3578,23:00,POINT (-603.140665680056 5132.275080109213),91
3579,23:00,POINT (-1143.1739513334599 2899.1815293197105),91
3580,06:00,POINT (222.2585412131388 1810.2952358591588),91
3581,07:00,POINT (-2372.6337444471123 5888.552752859258),91
3582,01:00,POINT (1254.2387191852774 1545.2607913003292),91
3583,01:00,POINT (-2602.9421497482713 6588.683436306359),91
3584,02:00,POINT (-4441.123700435095 7062.412570344279),91
3585,18:00,POINT (1578.7520452307883 4035.5684495070177),91
3586,03:00,POINT (-4596.915260360124 4843.512232541971),91
3587,03:00,POINT (-1068.7657761917137 3485.8168341163882),91
3588,05:00,POINT (-3355.2874081961263 5228.710052429309),91
3589,04:00,POINT (-1016.1007702949528 1448.9309138248868),91
3590,23:00,POINT (-4373.855410403976 7616.6418731335725),91
3591,22:00,POINT (-2623.9072001949207 6601.185809944629),91
3592,05:00,POINT (-1553.1319253895663 6001.457482379951),91
3593,09:00,POINT (-3578.3954099818543 6187.319254938665),91
3594,05:00,POINT (-3585.2696697579313 7310.321937701542),91
3595,03:00,POINT (-4563.112709301848 7141.287483966912),91
3596,23:00,POINT (-1497.2058706321964 978.3110915491427),91
3597,02:00,POINT (-1962.9652693200424 4548.857435188247),91
3598,06:00,POINT (-1636.9730511712182 806.1608366025896),91
3599,03:00,POINT (616.2956028633527 2274.8909931311796),91
3600,03:00,POINT (-1142.1337111008247 3196.0977945056115),91
3601,20:00,POINT (-2731.2365717615 6843.267689579297),91
3602,22:00,POINT (-471.31460839871494 5770.685051006932),91
3603,23:00,POINT (-4358.880233143497 7565.133607923599),91
3604,23:00,POINT (616.2956028633527 2274.8909931311796),91
3605,06:00,POINT (-4109.71055680257 5244.836252760056),91
3606,01:00,POINT (-1408.9754669453816 2152.8950479975415),91
3607,19:00,POINT (-4083.819513614072 6495.298877014566),91
3608,03:00,POINT (-4586.735738478009 4825.654095360672),91
3609,02:00,POINT (-3585.2696697579313 7310.321937701542),91
3610,06:00,POINT (-3325.3139367657286 7597.713732215858),91
3611,06:00,POINT (-4114.371315827638 5745.267085235094),91
3612,01:00,POINT (-1439.737579233963 2699.318680612109),91
3613,06:00,POINT (1601.3567543010552 4018.464562858439),91
3614,03:00,POINT (-2520.8523100951006 6201.628822676936),91
3615,01:00,POINT (-3002.803352452276 6287.865190925958),91
3616,04:00,POINT (-681.2596392996671 6023.524357173201),91
3617,23:00,POINT (-4333.515968465038 7615.737312613843),91
3618,22:00,POINT (-1286.336077813878 3285.447656269636),91
3619,22:00,POINT (1596.9855257378151 4040.0966203931084),91
3620,06:00,POINT (2233.1240881346425 4571.347828587747),91
3621,06:00,POINT (1247.7570674966007 4770.987783190005),91
3622,23:00,POINT (-1578.3241572976324 3810.576991082258),91
3623,22:00,POINT (-1290.6403152347996 5952.997070126488),91
3624,03:00,POINT (-1487.49560729855 951.6054633507447),91
3625,04:00,POINT (-3332.182456321242 7584.930454768431),91
3626,05:00,POINT (-4447.537454306273 5154.656607367594),91
3627,01:00,POINT (-1651.9374347777432 5620.078627851311),91
3628,03:00,POINT (-579.6766535454583 6041.226931048339),91
3629,04:00,POINT (-2436.162881473775 6231.019216148948),91
3630,20:00,POINT (-1526.8889347157697 5940.367229053723),91
3631,01:00,POINT (-4142.12632014002 5675.5864106061545),91
3632,06:00,POINT (-2471.693364419926 3276.022483871138),91
3633,00:00,POINT (-3333.607348983237 7509.648003413355),91
3634,23:00,POINT (-631.1264069717149 5183.043067045653),91
3635,22:00,POINT (-3298.2315275483497 6628.97049603114),91
3636,03:00,POINT (-1526.9372331431534 5582.2951345645315),91
3637,00:00,POINT (-1633.597605779784 3422.9740213323944),91
3638,18:00,POINT (535.4874987111288 4426.070086468944),91
3639,23:00,POINT (-2735.451443505526 6860.5732707148145),91
3640,06:00,POINT (-4223.478618255394 5501.047318320002),91
3641,21:00,POINT (-743.6869059555171 1654.682066914351),91
3642,06:00,POINT (-4244.861152826142 7230.152931939434),91
3643,01:00,POINT (1285.6383293078716 4726.877299229724),91
3644,23:00,POINT (-1565.3234939821336 2806.0061159727093),91
3645,00:00,POINT (-1295.1945501483049 3505.153319629454),91
3646,23:00,POINT (534.869503473957 4412.508707969395),91
3647,22:00,POINT (1256.3141156257354 1566.7972243994398),91
3648,00:00,POINT (-2100.356963979903 2596.3428032369716),91
3649,04:00,POINT (-1076.5842362188507 2994.728261285693),91
3650,01:00,POINT (-1609.8151428460656 3661.483687587483),91
3651,03:00,POINT (-1473.590901147153 877.1033836945335),91
3652,01:00,POINT (-1608.45605877468 4914.969006718104),91
3653,04:00,POINT (-3602.0731182374357 7364.194846632647),91
3654,04:00,POINT (1993.1409593405124 5311.325298938236),91
3655,05:00,POINT (-1624.6364536455433 5983.342110677975),91
3656,00:00,POINT (-466.27784170199845 5764.934341802078),91
3657,01:00,POINT (-1011.1007975934829 1342.738828543158),91
3658,02:00,POINT (-4435.45076219274 5129.890834026021),91
3659,00:00,POINT (-2459.7544619357823 3053.668429981706),90
3660,06:00,POINT (-505.3215885666847 6049.459155315078),90
3661,03:00,POINT (-2627.7859520117345 6870.093825292776),90
3662,23:00,POINT (-4591.633207720222 7521.247043630944),90
3663,21:00,POINT (-4398.2543834565 4637.204365012328),90
3664,01:00,POINT (-2459.7544619357823 3053.668429981706),90
3665,05:00,POINT (-135.7936772057236 3415.6326140452566),90
3666,04:00,POINT (-1348.869767586235 5979.254576762876),90
3667,01:00,POINT (-2724.6277665310454 6866.2081834436985),90
3668,23:00,POINT (-4411.485074700296 4851.5306770239795),90
3669,19:00,POINT (-4429.26166639244 4622.037001709063),90
3670,05:00,POINT (-1317.8769440429232 3727.078804371119),90
3671,06:00,POINT (-3330.12743036265 7382.550402380843),90
3672,00:00,POINT (-3327.083389750419 5565.306272482229),90
3673,01:00,POINT (-4336.655269771313 6593.426522625953),90
3674,05:00,POINT (-1651.9374347777432 5620.078627851311),90
3675,01:00,POINT (-4074.885984570834 5087.873886877568),90
3676,06:00,POINT (-662.1165247202181 6037.240811994108),90
3677,03:00,POINT (-2153.571909256819 2521.0884089647766),90
3678,05:00,POINT (-1962.9652693200424 4548.857435188247),90
3679,04:00,POINT (-1646.861087081713 6096.975497646737),90
3680,00:00,POINT (461.88922506853726 2227.657308829264),90
3681,03:00,POINT (-2501.1221406845975 2593.95781698129),90
3682,21:00,POINT (-1189.5514924340619 2890.7553818484876),90
3683,02:00,POINT (-4124.192423540323 5649.194283054822),90
3684,23:00,POINT (-4586.564778851952 4973.168822623007),90
3685,00:00,POINT (-3672.5742798603255 4826.3623929577825),90
3686,01:00,POINT (-4137.147501087863 7410.179130787083),90
3687,00:00,POINT (-3327.5096498895246 7637.441387708559),90
3688,12:00,POINT (36.324178793607146 1263.1211858073589),90
3689,12:00,POINT (-3729.2921803301006 6710.7789785837795),90
3690,06:00,POINT (-1199.6935402565507 2912.16419585481),90
3691,00:00,POINT (-2256.993785730668 2505.292581560297),90
3692,06:00,POINT (-1225.0703854340638 3499.7348054553504),90
3693,04:00,POINT (-1590.3908790256119 1882.6417834648523),90
3694,06:00,POINT (-3327.083389750419 5565.306272482229),90
3695,18:00,POINT (1247.7570674966007 4770.987783190005),90
3696,00:00,POINT (-1004.2513891859523 3073.5372746080293),90
3697,05:00,POINT (-1313.184260467868 3296.323323780418),90
3698,02:00,POINT (-3370.8429066942085 5184.208775688826),90
3699,00:00,POINT (-2239.735783861457 2828.872872906556),90
3700,04:00,POINT (-1651.9374347777432 5620.078627851311),90
3701,03:00,POINT (-219.1671197003837 5239.299403712798),90
3702,03:00,POINT (-2189.4862839531493 2831.767758541419),90
3703,01:00,POINT (-4248.819387006125 5788.522023451577),90
3704,04:00,POINT (-162.52876505399442 5274.356859163546),90
3705,05:00,POINT (-1588.1040683361184 1726.0704084148279),90
3706,06:00,POINT (-633.2420264016363 5244.171003127429),90
3707,07:00,POINT (1596.9855257378151 4040.0966203931084),90
3708,22:00,POINT (2032.077021524605 5307.842344395387),90
3709,02:00,POINT (-3298.2315275483497 6628.97049603114),90
3710,01:00,POINT (11.640180370107526 5229.4637979914505),90
3711,04:00,POINT (-96.88218281710921 3495.6462568131997),90
3712,00:00,POINT (-4082.027384134608 5503.342090929863),90
3713,02:00,POINT (-4569.767285060447 7091.210246676771),90
3714,00:00,POINT (-2346.590537454686 3089.0899545184902),90
3715,06:00,POINT (1081.345703863062 689.1167654655084),90
3716,01:00,POINT (-1201.9808748054315 2998.612458380545),90
3717,01:00,POINT (-1199.6935402565507 2912.16419585481),90
3718,03:00,POINT (-4593.885964345719 7410.589215756412),90
3719,03:00,POINT (-4600.671636552691 7599.163509369166),90
3720,05:00,POINT (-436.3046057227951 5259.060541114311),90
3721,00:00,POINT (2468.027310102608 5208.8512655235245),90
3722,01:00,POINT (1240.120830290805 3213.184734365052),90
3723,04:00,POINT (-633.2420264016363 5244.171003127429),90
3724,01:00,POINT (-1068.7657761917137 3485.8168341163882),90
3725,02:00,POINT (686.0858044772576 2922.7380939410023),90
3726,02:00,POINT (-1782.2457785250274 1702.734863586154),90
3727,04:00,POINT (-582.4788531048041 6063.40628905503),90
3728,22:00,POINT (-2635.26439594369 6865.210791983957),90
3729,00:00,POINT (-2730.2857598556793 6842.811595254248),90
3730,01:00,POINT (-1302.8187905920922 5839.658254063805),90
3731,02:00,POINT (-4514.58528855778 7557.956102926287),90
3732,04:00,POINT (117.97788957121428 499.5218858411952),90
3733,06:00,POINT (1411.5688050146657 4929.435840811374),90
3734,01:00,POINT (-1497.2058706321964 978.3110915491427),90
3735,01:00,POINT (-703.0965569865255 6326.251441767978),90
3736,06:00,POINT (-2639.6767056678714 3068.6493948638636),90
3737,05:00,POINT (-3245.5300718420303 7821.789455282468),90
3738,01:00,POINT (-1457.3885093196725 2674.8153128865742),90
3739,06:00,POINT (-2637.5836078432044 6731.134035926762),90
3740,02:00,POINT (-2148.351337289022 2598.646649596783),90
3741,04:00,POINT (1357.7433423875268 3265.1288681545407),90
3742,06:00,POINT (-3411.7730384111137 6038.17062412),90
3743,05:00,POINT (-4524.690918788527 4888.139820285211),90
3744,08:00,POINT (1367.9266119846243 4855.283897597215),90
3745,10:00,POINT (-642.4486280585758 5917.201709304402),90
3746,10:00,POINT (-1267.8405721556787 5238.819929991719),90
3747,02:00,POINT (-4504.755304520494 4806.5017413951255),90
3748,03:00,POINT (-4569.767285060447 7091.210246676771),90
3749,05:00,POINT (-430.3662269508244 1751.7543151621858),90
3750,23:00,POINT (-382.27844858526595 5252.606013598034),90
3751,07:00,POINT (1260.2309944982098 1148.9964240517431),90
3752,00:00,POINT (-1619.6814433867187 5595.154266781606),90
3753,02:00,POINT (-4591.633207720222 7521.247043630944),90
3754,00:00,POINT (-2601.4844616292808 3065.960220454799),90
3755,05:00,POINT (-4434.445745918704 4633.913400866676),90
3756,04:00,POINT (-2619.9753500924985 6214.1580056298635),90
3757,06:00,POINT (-2075.731181053991 3651.4496457657992),90
3758,02:00,POINT (2037.5840188812192 4898.759127722423),90
3759,00:00,POINT (-4498.556931980856 4745.72483046643),90
3760,01:00,POINT (27.248757157050008 5343.758699412592),90
3761,23:00,POINT (-366.862485902673 5278.582692455595),90
3762,23:00,POINT (-776.4882516001887 5367.657544470866),90
3763,04:00,POINT (-2627.7859520117345 6870.093825292776),90
3764,02:00,POINT (-474.0909044214035 5954.904809593169),90
3765,05:00,POINT (-657.4287670201119 6011.140326051992),90
3766,05:00,POINT (-624.275649276885 4074.5960623245123),90
3767,05:00,POINT (-560.1527404518916 5243.697585329711),90
3768,04:00,POINT (-4199.1433175908305 5555.170642159958),90
3769,02:00,POINT (1593.5571897897012 4025.408786366203),90
3770,02:00,POINT (-1530.0918788301894 5649.06197186827),90
3771,00:00,POINT (-1924.2159256906089 2768.603159629036),90
3772,04:00,POINT (-3002.803352452276 6287.865190925958),90
3773,20:00,POINT (-2619.9753500924985 6214.1580056298635),90
3774,18:00,POINT (595.6114137678455 3448.2388672434245),90
3775,00:00,POINT (1816.1685312652548 5171.175206952844),90
3776,03:00,POINT (507.67823222944736 1468.4914493644562),90
3777,12:00,POINT (759.4690308299085 1730.793681995492),90
3778,03:00,POINT (2238.526068759931 4055.222885312164),90
3779,05:00,POINT (-498.4021979849775 5934.483427889883),90
3780,01:00,POINT (1554.6073197894364 3246.836464596033),90
3781,04:00,POINT (-4565.6827138156195 7005.636929989713),90
3782,04:00,POINT (-4558.402779521822 5061.016193730946),90
3783,04:00,POINT (-4516.012364699888 7423.657066568119),90
3784,05:00,POINT (-506.5525631515028 6194.309717698389),90
3785,03:00,POINT (1260.2309944982098 1148.9964240517431),90
3786,02:00,POINT (-1639.987168469182 6100.600084036814),90
3787,03:00,POINT (1254.2387191852774 1545.2607913003292),90
3788,01:00,POINT (200.30530797883364 1293.7754727507527),90
3789,02:00,POINT (2256.8967537035414 5347.655739103048),90
3790,00:00,POINT (-525.4829433610961 5221.482766829596),90
3791,06:00,POINT (-3774.2709856509605 7171.61551912498),90
3792,21:00,POINT (-582.4788531048041 6063.40628905503),90
3793,03:00,POINT (-1221.1177227396242 3008.5997338425304),90
3794,00:00,POINT (-483.6070831695373 5757.9034671816335),90
3795,06:00,POINT (-3002.803352452276 6287.865190925958),90
3796,01:00,POINT (-1665.255552414537 3428.850499167445),90
3797,09:00,POINT (904.4466687905121 4223.847291101175),90
3798,04:00,POINT (-1182.721609432994 2393.2950956797463),90
3799,03:00,POINT (-1549.185600630916 2808.9486092084253),90
3800,22:00,POINT (-1178.7526125714032 4466.470304755871),90
3801,00:00,POINT (-1338.6719765317941 2695.8276623978604),90
3802,21:00,POINT (-4336.655269771313 6593.426522625953),90
3803,23:00,POINT (1459.302104715404 3411.342454350615),90
3804,18:00,POINT (-4135.811558220808 6904.144972265494),90
3805,02:00,POINT (1227.418350577647 544.2222199132481),90
3806,00:00,POINT (-662.6017309912244 4864.729100012163),90
3807,19:00,POINT (571.0610495914086 1705.724395694057),90
3808,03:00,POINT (-4227.972595816516 5315.296143771051),90
3809,07:00,POINT (-2523.7603877536035 4536.050220542302),90
3810,04:00,POINT (-1310.861852736133 2692.6034016285234),90
3811,23:00,POINT (-1100.628103356437 2991.8794309319906),90
3812,06:00,POINT (-3399.3229117910487 4826.167793855674),90
3813,01:00,POINT (-1818.7214465805187 6222.698415404001),90
3814,21:00,POINT (-611.3816071271943 5211.062898551801),90
3815,22:00,POINT (-2603.385959597968 6600.858147113771),90
3816,03:00,POINT (-4431.071903516416 4986.187406538733),90
3817,06:00,POINT (-4425.640030585615 4645.90369996585),90
3818,06:00,POINT (-1349.3596776839165 2567.781419621334),90
3819,23:00,POINT (1595.9348069502726 4037.668795448345),90
3820,18:00,POINT (-1549.703019459702 2831.956395342448),90
3821,18:00,POINT (-681.2596392996671 6023.524357173201),90
3822,06:00,POINT (-4351.305343845601 7419.828579350854),90
3823,03:00,POINT (2043.7166708902068 4346.287600576919),90
3824,04:00,POINT (2237.610736525216 4602.673592276821),90
3825,03:00,POINT (1743.037507219923 5258.894946703521),90
3826,01:00,POINT (-536.0450117245267 4686.940131277996),90
3827,00:00,POINT (11.640180370107526 5229.4637979914505),90
3828,04:00,POINT (1820.5398221455368 4460.839370202472),90
3829,06:00,POINT (-4146.8642688663695 7353.2836728142065),90
3830,04:00,POINT (-3814.5668194489326 7170.80049873698),90
3831,07:00,POINT (2042.1063610730464 4363.877597548604),90
3832,01:00,POINT (-662.6017309912244 4864.729100012163),90
3833,02:00,POINT (-2365.92810984519 4537.501613012345),90
3834,05:00,POINT (-2501.1221406845975 2593.95781698129),90
3835,03:00,POINT (-2016.80144140617 4968.728757285944),90
3836,05:00,POINT (-307.2958619307406 3604.4378614096395),90
3837,14:00,POINT (-1987.4378419166221 4378.16993294115),90
3838,20:00,POINT (-1360.6783257380766 2559.16323147236),90
3839,03:00,POINT (-3861.2079592340287 7444.404782879035),90
3840,00:00,POINT (1173.3309459111763 3158.686042666584),90
3841,01:00,POINT (-2243.5448297967127 2850.638884025519),90
3842,00:00,POINT (-2034.686980076759 2030.381539383028),90
3843,04:00,POINT (18.358412861556058 94.94395411560458),90
3844,03:00,POINT (-2993.414801039495 6291.775052685507),89
3845,04:00,POINT (-2520.8523100951006 6201.628822676936),89
3846,03:00,POINT (-4142.12632014002 5675.5864106061545),89
3847,05:00,POINT (-1023.8165705255449 1578.3713681439597),89
3848,02:00,POINT (-2630.783016001132 6800.934447707431),89
3849,05:00,POINT (-2520.8523100951006 6201.628822676936),89
3850,05:00,POINT (-3310.1726540969053 7806.632835618296),89
3851,01:00,POINT (-4405.876968350579 7518.324883972582),89
3852,04:00,POINT (-2866.21544177197 6614.269570934608),89
3853,05:00,POINT (-1023.5928882400924 2417.845832751361),89
3854,02:00,POINT (-4586.735738478009 4825.654095360672),89
3855,02:00,POINT (-4153.509460342287 5469.427300552985),89
3856,04:00,POINT (-4149.797185986286 5460.883891589355),89
3857,03:00,POINT (-4074.885984570834 5087.873886877568),89
3858,04:00,POINT (-1526.8889347157697 5940.367229053723),89
3859,03:00,POINT (-388.544701171866 5274.671154781031),89
3860,04:00,POINT (-4244.861152826142 7230.152931939434),89
3861,03:00,POINT (-3901.4835499643664 7457.8475544263565),89
3862,03:00,POINT (117.97788957121428 499.5218858411952),89
3863,03:00,POINT (-3258.2451298192673 6635.896412525215),89
3864,03:00,POINT (1173.3309459111763 3158.686042666584),89
3865,02:00,POINT (-1526.8889347157697 5940.367229053723),89
3866,02:00,POINT (-379.33838264260726 3602.3194386632076),89
3867,02:00,POINT (-2866.21544177197 6614.269570934608),89
3868,02:00,POINT (1797.2337132741973 5137.778234811666),89
3869,02:00,POINT (-4195.676925595015 4897.511593308026),89
3870,01:00,POINT (39.409511757463186 1082.2328031003733),89
3871,01:00,POINT (-4506.908302142971 5130.2781800456805),89
3872,03:00,POINT (-382.27844858526595 5252.606013598034),89
3873,03:00,POINT (-3272.1944726072365 6622.337829257592),89
3874,05:00,POINT (-2987.881704085313 6388.854571949256),89
3875,01:00,POINT (-681.2596392996671 6023.524357173201),89
3876,05:00,POINT (11.640180370107526 5229.4637979914505),89
3877,02:00,POINT (-199.80739778198915 1611.731282035355),89
3878,03:00,POINT (1308.0915448803137 4741.777586786875),89
3879,05:00,POINT (-4082.113966624071 7403.398656687532),89
3880,03:00,POINT (-1111.6681871148942 3811.427686026674),89
3881,02:00,POINT (-1220.644558831565 3062.0058122699493),89
3882,05:00,POINT (-4449.477643097176 7416.196113468578),89
3883,04:00,POINT (1033.4080922685016 424.13877539643045),89
3884,04:00,POINT (-1596.1095253257768 3807.2089986005285),89
3885,03:00,POINT (2182.5352931743437 5043.293217415122),89
3886,23:00,POINT (-1609.8151428460656 3661.483687587483),89
3887,03:00,POINT (199.30074072700614 890.2474796102158),89
3888,04:00,POINT (-1225.0703854340638 3499.7348054553504),89
3889,05:00,POINT (414.46800938953857 4749.751129616142),89
3890,02:00,POINT (-2364.2709548364005 4911.939648385907),89
3891,01:00,POINT (-745.8963444464756 1639.8868996794452),89
3892,03:00,POINT (-436.3046057227951 5259.060541114311),89
3893,02:00,POINT (-2348.1177686819206 4595.1383764736265),89
3894,04:00,POINT (1797.2337132741973 5137.778234811666),89
3895,04:00,POINT (-3871.5950229040745 7253.252048915076),89
3896,04:00,POINT (-2075.731181053991 3651.4496457657992),89
3897,03:00,POINT (-1422.8753026578263 2066.5737215664585),89
3898,05:00,POINT (-2632.944608595766 6288.656766845932),89
3899,01:00,POINT (117.97788957121428 499.5218858411952),89
3900,02:00,POINT (-1854.0397394533752 6231.1861118124725),89
3901,03:00,POINT (1993.1409593405124 5311.325298938236),89
3902,02:00,POINT (-1662.166147963861 6058.983160804273),89
3903,05:00,POINT (-3861.2079592340287 7444.404782879035),89
3904,05:00,POINT (354.72148868970515 5036.215574161836),89
3905,02:00,POINT (-1101.839043256292 2497.570196722187),89
3906,02:00,POINT (588.24129100483 3475.6105422809355),89
3907,01:00,POINT (1403.4703470621855 3484.602905910564),89
3908,05:00,POINT (-3325.3139367657286 7597.713732215858),89
